Issue key,Summary,Issue Type,Status,Assignee,Reporter,Created,Due date,Issue id,Assignee Id,Reporter Id,Priority,Resolution,Updated
VFS-380,Admin approved food API integration,Task,Completed,Prashanth HK,Subramanya c,28-05-2024 18:20,30-05-2024 00:00,13177,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:06
VFS-380,Admin approved food API integration,Task,Completed,Prashanth HK,Subramanya c,28-05-2024 18:20,30-05-2024 00:00,13177,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:06
VFS-38,Food studio - verify Container paths and path for demo video,Story,Completed,Meghanath M,Subramanya c,05-04-2024 10:05,05-04-2024 00:00,12212,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:8466b986-4939-46af-821f-5bd62195978c,Medium,Done,21-05-2024 15:35
VFS-38,Food studio - verify Container paths and path for demo video,Story,Completed,Meghanath M,Subramanya c,05-04-2024 10:05,05-04-2024 00:00,12212,712020:8466b986-4939-46af-821f-5bd62195978c,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,21-05-2024 15:35
VFS-379,Integration of search of ingrediants API and save draft API integration,Task,Completed,Sridharan,Subramanya c,28-05-2024 18:18,,13176,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,Done,31-05-2024 10:12
VFS-379,Integration of search of ingrediants API and save draft API integration,Task,Completed,Sridharan,Subramanya c,28-05-2024 18:18,,13176,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,31-05-2024 10:12
VFS-378,Pagination for Data table in VFS,Task,Completed,Prashanth HK,Subramanya c,28-05-2024 17:47,28-05-2024 00:00,13175,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:06
VFS-378,Pagination for Data table in VFS,Task,Completed,Prashanth HK,Subramanya c,28-05-2024 17:47,28-05-2024 00:00,13175,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:06
VFS-377,Admin - create master template for food Ingredients,Task,Ready to Review,Manjunath C,Subburaj Reddy,28-05-2024 16:45,29-05-2024 00:00,13174,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,06-06-2024 12:54
VFS-377,Admin - create master template for food Ingredients,Task,Ready to Review,Manjunath C,Subburaj Reddy,28-05-2024 16:45,29-05-2024 00:00,13174,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,06-06-2024 12:54
VFS-376,QA - API for View food data all status,Task,Completed,Manjunath C,Subburaj Reddy,28-05-2024 15:33,28-05-2024 00:00,13173,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,28-05-2024 16:43
VFS-376,QA - API for View food data all status,Task,Completed,Manjunath C,Subburaj Reddy,28-05-2024 15:33,28-05-2024 00:00,13173,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,28-05-2024 16:43
VFS-375,Excel sheet Date picker,Task,Completed,Chirag N,Subramanya c,28-05-2024 14:53,28-05-2024 00:00,13171,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:145d9d83-4826-4e40-ba25-83aec260f4f9,Medium,Done,29-05-2024 10:01
VFS-375,Excel sheet Date picker,Task,Completed,Chirag N,Subramanya c,28-05-2024 14:53,28-05-2024 00:00,13171,712020:145d9d83-4826-4e40-ba25-83aec260f4f9,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,29-05-2024 10:01
VFS-374,Researcher Reassign,Task,Ready to deploy,Subramanya c,Subramanya c,28-05-2024 14:45,,13168,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,06-06-2024 12:54
VFS-374,Researcher Reassign,Task,Ready to deploy,Subramanya c,Subramanya c,28-05-2024 14:45,,13168,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,06-06-2024 12:54
VFS-373,Vizzhy Food Studio - QA - FrontEnd - Design & API Integration,Story,Completed,Subramanya c,Subburaj Reddy,28-05-2024 10:58,,13167,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:59
VFS-373,Vizzhy Food Studio - QA - FrontEnd - Design & API Integration,Story,Completed,Subramanya c,Subburaj Reddy,28-05-2024 10:58,,13167,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,Done,07-06-2024 11:59
VFS-372,QA - API for List of items for each status,Task,Completed,Manjunath C,Subburaj Reddy,28-05-2024 10:54,28-05-2024 00:00,13166,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,28-05-2024 16:43
VFS-372,QA - API for List of items for each status,Task,Completed,Manjunath C,Subburaj Reddy,28-05-2024 10:54,28-05-2024 00:00,13166,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,28-05-2024 16:43
VFS-371,Reassign QA UI and API integration,Subtask,Completed,Subramanya c,Subramanya c,28-05-2024 10:02,28-05-2024 00:00,13161,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:58
VFS-371,Reassign QA UI and API integration,Subtask,Completed,Subramanya c,Subramanya c,28-05-2024 10:02,28-05-2024 00:00,13161,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:58
VFS-370,View Table For QA with API integration,Subtask,Completed,Subramanya c,Subramanya c,28-05-2024 10:01,28-05-2024 00:00,13160,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:59
VFS-370,View Table For QA with API integration,Subtask,Completed,Subramanya c,Subramanya c,28-05-2024 10:01,28-05-2024 00:00,13160,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:59
VFS-37,Dynamic user id passing across the platform and home page design,Subtask,Completed,Meghanath M,Prashanth HK,05-04-2024 09:59,04-04-2024 00:00,12210,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:8466b986-4939-46af-821f-5bd62195978c,Medium,Done,15-05-2024 15:30
VFS-37,Dynamic user id passing across the platform and home page design,Subtask,Completed,Meghanath M,Prashanth HK,05-04-2024 09:59,04-04-2024 00:00,12210,712020:8466b986-4939-46af-821f-5bd62195978c,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,15-05-2024 15:30
VFS-369,View Table for QA and Reassign QA,Task,Completed,Subramanya c,Subramanya c,28-05-2024 09:59,28-05-2024 00:00,13159,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:58
VFS-369,View Table for QA and Reassign QA,Task,Completed,Subramanya c,Subramanya c,28-05-2024 09:59,28-05-2024 00:00,13159,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:58
VFS-368,migrate values to food_ingredients_mapping table in db,Subtask,Completed,Guruprasad C V,Sumanth S Yattinahalli,28-05-2024 09:48,03-06-2024 00:00,13156,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,712020:93faf660-f701-4dd2-ba8d-97f2903e7280,,Done,06-06-2024 12:54
VFS-368,migrate values to food_ingredients_mapping table in db,Subtask,Completed,Guruprasad C V,Sumanth S Yattinahalli,28-05-2024 09:48,03-06-2024 00:00,13156,712020:93faf660-f701-4dd2-ba8d-97f2903e7280,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,Done,06-06-2024 12:54,
VFS-367,API integration for the recipe to review view,Subtask,Completed,Prashanth HK,Subramanya c,27-05-2024 23:10,27-05-2024 00:00,13155,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:06
VFS-367,API integration for the recipe to review view,Subtask,Completed,Prashanth HK,Subramanya c,27-05-2024 23:10,27-05-2024 00:00,13155,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:06
VFS-366,Recipe to Review View UI screen development.,Subtask,Completed,Prashanth HK,Subramanya c,27-05-2024 23:10,27-05-2024 00:00,13154,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:06
VFS-366,Recipe to Review View UI screen development.,Subtask,Completed,Prashanth HK,Subramanya c,27-05-2024 23:10,27-05-2024 00:00,13154,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:06
VFS-365,Add user Domain Block and phone number validation,Task,Completed,Prashanth HK,Subramanya c,27-05-2024 19:08,28-05-2024 00:00,13153,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:06
VFS-365,Add user Domain Block and phone number validation,Task,Completed,Prashanth HK,Subramanya c,27-05-2024 19:08,28-05-2024 00:00,13153,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:06
VFS-364,Recipe To Review View Design and API integration,Task,Completed,Prashanth HK,Subramanya c,27-05-2024 19:01,27-05-2024 00:00,13152,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:05
VFS-364,Recipe To Review View Design and API integration,Task,Completed,Prashanth HK,Subramanya c,27-05-2024 19:01,27-05-2024 00:00,13152,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:05
VFS-363,VFS - Migrate food ingredients & value to new tables,Task,Completed,Sumanth S Yattinahalli,Manjunath C,27-05-2024 17:18,03-06-2024 00:00,13151,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,Medium,Done,03-06-2024 17:54
VFS-363,VFS - Migrate food ingredients & value to new tables,Task,Completed,Sumanth S Yattinahalli,Manjunath C,27-05-2024 17:18,03-06-2024 00:00,13151,712020:7f8b55d5-f3d7-4015-9e48-c8a39e3f33f6,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,03-06-2024 17:54
VFS-362,Create new tables for Food ingredients,Subtask,Completed,Manjunath C,Manjunath C,27-05-2024 17:12,,13150,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,28-05-2024 10:09
VFS-362,Create new tables for Food ingredients,Subtask,Completed,Manjunath C,Manjunath C,27-05-2024 17:12,,13150,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,28-05-2024 10:09
VFS-361,ORM API -  Create API using Model,Task,Completed,Manjunath C,Manjunath C,27-05-2024 15:21,27-05-2024 00:00,13146,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,28-05-2024 10:09
VFS-361,ORM API -  Create API using Model,Task,Completed,Manjunath C,Manjunath C,27-05-2024 15:21,27-05-2024 00:00,13146,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,28-05-2024 10:09
VFS-360,Change in Existing Table design for IFCT food data,Task,To Do,Manjunath C,Manjunath C,27-05-2024 11:02,27-05-2024 00:00,13130,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,27-05-2024 11:06
VFS-360,Change in Existing Table design for IFCT food data,Task,To Do,Manjunath C,Manjunath C,27-05-2024 11:02,27-05-2024 00:00,13130,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,27-05-2024 11:06
VFS-359,VFS database Document,Task,Completed,Chirag N,Manjunath C,27-05-2024 10:51,27-05-2024 00:00,13129,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:145d9d83-4826-4e40-ba25-83aec260f4f9,Medium,Done,07-06-2024 11:46
VFS-359,VFS database Document,Task,Completed,Chirag N,Manjunath C,27-05-2024 10:51,27-05-2024 00:00,13129,712020:145d9d83-4826-4e40-ba25-83aec260f4f9,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,07-06-2024 11:46
VFS-358,Recipe TO-DO  Add details API integration,Subtask,Completed,Sridharan,Subramanya c,27-05-2024 10:12,28-05-2024 00:00,13127,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,Done,07-06-2024 11:57
VFS-358,Recipe TO-DO  Add details API integration,Subtask,Completed,Sridharan,Subramanya c,27-05-2024 10:12,28-05-2024 00:00,13127,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:57
VFS-357,Recipe TO-DO  Add details UI integration,Subtask,Completed,Subramanya c,Subramanya c,27-05-2024 10:12,16-05-2024 00:00,13126,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:58
VFS-357,Recipe TO-DO  Add details UI integration,Subtask,Completed,Subramanya c,Subramanya c,27-05-2024 10:12,16-05-2024 00:00,13126,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:58
VFS-356,Recipe TO-DO Add details integration,Task,Completed,Subramanya c,Subramanya c,27-05-2024 10:11,,13125,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:58
VFS-356,Recipe TO-DO Add details integration,Task,Completed,Subramanya c,Subramanya c,27-05-2024 10:11,,13125,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:58
VFS-355,Researcher  Recipe RE Work API integration,Subtask,Completed,Subramanya c,Subramanya c,27-05-2024 10:09,16-05-2024 00:00,13124,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:57
VFS-355,Researcher  Recipe RE Work API integration,Subtask,Completed,Subramanya c,Subramanya c,27-05-2024 10:09,16-05-2024 00:00,13124,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:57
VFS-354,Researcher  Recipe RE Work UI Integration,Subtask,Completed,Subramanya c,Subramanya c,27-05-2024 10:08,16-05-2024 00:00,13123,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:57
VFS-354,Researcher  Recipe RE Work UI Integration,Subtask,Completed,Subramanya c,Subramanya c,27-05-2024 10:08,16-05-2024 00:00,13123,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:57
VFS-353,Recipe TO-DO API integration,Subtask,Completed,Subramanya c,Subburaj Reddy,27-05-2024 10:04,,13122,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:56
VFS-353,Recipe TO-DO API integration,Subtask,Completed,Subramanya c,Subburaj Reddy,27-05-2024 10:04,,13122,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,Done,07-06-2024 11:56
VFS-352,Recipe TO-DO UI integration,Subtask,Completed,Subramanya c,Subburaj Reddy,27-05-2024 10:03,16-05-2024 00:00,13121,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:56
VFS-352,Recipe TO-DO UI integration,Subtask,Completed,Subramanya c,Subburaj Reddy,27-05-2024 10:03,16-05-2024 00:00,13121,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,Done,07-06-2024 11:56
VFS-351,Fetch the my SQL DB credential which is stored as secret key,Subtask,Completed,Prashanth HK,Subramanya c,26-05-2024 22:59,24-05-2024 00:00,13117,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:05
VFS-351,Fetch the my SQL DB credential which is stored as secret key,Subtask,Completed,Prashanth HK,Subramanya c,26-05-2024 22:59,24-05-2024 00:00,13117,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:05
VFS-350,Researcher Ready to review API integeration,Subtask,Completed,Prashanth HK,Subramanya c,24-05-2024 16:32,24-05-2024 00:00,13112,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:05
VFS-350,Researcher Ready to review API integeration,Subtask,Completed,Prashanth HK,Subramanya c,24-05-2024 16:32,24-05-2024 00:00,13112,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:05
VFS-35,Changed env files,Story,Completed,Subramanya c,Subramanya c,05-04-2024 09:57,04-04-2024 00:00,12208,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,09-05-2024 11:23
VFS-35,Changed env files,Story,Completed,Subramanya c,Subramanya c,05-04-2024 09:57,04-04-2024 00:00,12208,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,09-05-2024 11:23
VFS-349,Researcher  Recipe RE Work,Task,Completed,Subramanya c,Subramanya c,24-05-2024 16:29,,13110,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:55
VFS-349,Researcher  Recipe RE Work,Task,Completed,Subramanya c,Subramanya c,24-05-2024 16:29,,13110,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:55
VFS-348,Researcher  Recipe TO DO,Task,Completed,Subramanya c,Subburaj Reddy,24-05-2024 16:29,24-05-2024 00:00,13109,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 11:55
VFS-348,Researcher  Recipe TO DO,Task,Completed,Subramanya c,Subburaj Reddy,24-05-2024 16:29,24-05-2024 00:00,13109,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4dd394ee-5965-4286-aeb2-801ec027a3ac,Medium,Done,07-06-2024 11:55
VFS-347,Researcher inprogress API integration,Subtask,Completed,Prashanth HK,Subramanya c,24-05-2024 16:29,27-05-2024 00:00,13108,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:05
VFS-347,Researcher inprogress API integration,Subtask,Completed,Prashanth HK,Subramanya c,24-05-2024 16:29,27-05-2024 00:00,13108,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:05
VFS-346,ASR integration,Task,ON HOLD,Sridharan,Subramanya c,24-05-2024 16:29,11-06-2024 00:00,13107,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,,07-06-2024 11:44
VFS-346,ASR integration,Task,ON HOLD,Sridharan,Subramanya c,24-05-2024 16:29,11-06-2024 00:00,13107,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,07-06-2024 11:44
VFS-345,Admin Responsive at dashboard,Task,Completed,Sridharan,Subramanya c,24-05-2024 16:28,28-05-2024 00:00,13106,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d645edc1-64ba-4021-849f-b09c58ee1293,Medium,Done,31-05-2024 10:11
VFS-345,Admin Responsive at dashboard,Task,Completed,Sridharan,Subramanya c,24-05-2024 16:28,28-05-2024 00:00,13106,712020:d645edc1-64ba-4021-849f-b09c58ee1293,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,31-05-2024 10:11
VFS-344,Researcher inprogress,Task,Completed,Prashanth HK,Subramanya c,24-05-2024 16:28,27-05-2024 00:00,13105,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:05
VFS-344,Researcher inprogress,Task,Completed,Prashanth HK,Subramanya c,24-05-2024 16:28,27-05-2024 00:00,13105,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:05
VFS-343,Researcher Ready to review,Task,Completed,Prashanth HK,Subramanya c,24-05-2024 16:28,24-05-2024 00:00,13104,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:04
VFS-343,Researcher Ready to review,Task,Completed,Prashanth HK,Subramanya c,24-05-2024 16:28,24-05-2024 00:00,13104,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:04
VFS-342,"User -  Fetch Username , Role , User_id api and Enrollment and forgot_password mail sending template api",Task,Completed,Guruprasad C V,Manjunath C,24-05-2024 15:31,24-05-2024 00:00,13102,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:93faf660-f701-4dd2-ba8d-97f2903e7280,,Done,28-05-2024 10:01
VFS-342,"User -  Fetch Username , Role , User_id api and Enrollment and forgot_password mail sending template api",Task,Completed,Guruprasad C V,Manjunath C,24-05-2024 15:31,24-05-2024 00:00,13102,712020:93faf660-f701-4dd2-ba8d-97f2903e7280,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Done,28-05-2024 10:01,
VFS-341,VFS - ER diagram,Task,ON HOLD,Manjunath C,Manjunath C,24-05-2024 13:08,28-05-2024 00:00,13100,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,28-05-2024 15:35
VFS-341,VFS - ER diagram,Task,ON HOLD,Manjunath C,Manjunath C,24-05-2024 13:08,28-05-2024 00:00,13100,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,,28-05-2024 15:35
VFS-340,VFS - Create  Architecture diagram,Task,Completed,Manjunath C,Manjunath C,24-05-2024 13:00,24-05-2024 00:00,13099,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,27-05-2024 17:11
VFS-340,VFS - Create  Architecture diagram,Task,Completed,Manjunath C,Manjunath C,24-05-2024 13:00,24-05-2024 00:00,13099,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,712020:5d5f921f-95a9-481f-a2ea-93220f39ac9f,Medium,Done,27-05-2024 17:11
VFS-34,Storing Asr and audio in blob,Story,To Do,Subramanya c,Subramanya c,05-04-2024 09:56,06-04-2024 00:00,12207,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,15-05-2024 10:56
VFS-34,Storing Asr and audio in blob,Story,To Do,Subramanya c,Subramanya c,05-04-2024 09:56,06-04-2024 00:00,12207,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,,15-05-2024 10:56
VFS-339,Data correction of all IFCT database,Task,Completed,Meghanath M,Sachin K,24-05-2024 12:37,03-06-2024 00:00,13098,712020:1752ec46-1d47-48b4-828b-65d493b0e6d2,712020:8466b986-4939-46af-821f-5bd62195978c,Medium,Done,03-06-2024 12:33
VFS-339,Data correction of all IFCT database,Task,Completed,Meghanath M,Sachin K,24-05-2024 12:37,03-06-2024 00:00,13098,712020:8466b986-4939-46af-821f-5bd62195978c,712020:1752ec46-1d47-48b4-828b-65d493b0e6d2,Medium,Done,03-06-2024 12:33
VFS-338,Forgot Password Email format implement,Subtask,Completed,Prashanth HK,Subramanya c,23-05-2024 22:06,23-05-2024 00:00,13083,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,712020:4c805787-bb33-4589-862a-eb8b3936ae28,Medium,Done,07-06-2024 12:04
VFS-338,Forgot Password Email format implement,Subtask,Completed,Prashanth HK,Subramanya c,23-05-2024 22:06,23-05-2024 00:00,13083,712020:4c805787-bb33-4589-862a-eb8b3936ae28,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,07-06-2024 12:04
VFS-336,QA Recipes Approved,Task,Completed,Pooja Mudegoud,Subramanya c,23-05-2024 17:34,,13081,712020:e4820161-e894-4f74-baab-c4d0f8f9f5b4,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,31-05-2024 10:11
VFS-335,QA Reworked Recipes to Review,Task,Completed,Pooja Mudegoud,Subramanya c,23-05-2024 17:32,28-05-2024 00:00,13080,712020:e4820161-e894-4f74-baab-c4d0f8f9f5b4,712020:d05c4a89-b9dc-4f4f-a976-10ec785297db,Medium,Done,04-06-2024 11:00
